Species	ts	te	trait1	trait2	trait3	trait4	trait5	redundancy
taxon4086	11.48106043	5.27958141	3	1	0	4	1	4
taxon4087	1.567041	1.11965503	3	1	0	3	1	4
taxon4088	16.32826672	11.22987422	3	1	0	3	1	4
taxon4089	16.7362675	10.64830845	3	1	0	3	1	4
taxon4090	16.83304052	11.08783421	3	1	0	3	1	4
taxon4091	16.62031813	7.74896106	3	1	0	3	1	4
taxon4092	3.31562353	2.62105797	3	1	0	4	1	4
taxon4093	22.55479005	1.87505241	3	1	0	4	1	4
taxon4094	33.68923527	18.51850335	3	1	0	4	1	4
taxon4095	23.63543371	10.94028307	3	1	0	3	1	4
taxon4096	1.60908714	1.15570794	3	1	0	4	1	4
taxon4097	0.81163658	0	3	1	0	3	1	4
taxon4098	16.64184234	11.35684742	3	1	0	4	1	4
taxon4099	21.12867445	5.02249638	3	1	0	3	1	4
taxon4100	4.44756939	0	3	1	0	4	1	4
taxon4101	5.63260465	2.26176087	2	1	0	1	4	2
taxon4102	1.93038562	0.97628796	3	1	0	1	3	4
taxon4103	14.21019793	13.2617411	3	1	0	1	4	4
taxon4104	3.52326252	1.74117228	3	1	0	1	4	4
taxon4105	21.31146879	19.94421921	3	1	0	1	1	4
taxon4106	23.52818133	16.10262307	3	1	0	3	1	4
taxon4107	5.82634084	3.79633874	3	1	0	3	1	4
taxon4108	10.90940289	5.22329888	3	1	0	3	1	4
taxon4109	3.18456067	2.59964425	3	1	0	3	1	4
taxon4110	16.05123408	11.50721195	3	1	0	2	1	4
taxon4111	11.22792927	3.70151093	3	1	0	3	1	4
taxon4112	15.87910883	6.20796925	3	1	0	3	1	4
taxon4113	3.83071301	1.77179135	3	1	0	3	1	4
taxon4114	16.46613119	11.83454532	3	1	0	2	1	4
taxon4115	14.2942937	4.31888171	3	1	0	3	1	4
taxon4116	7.81536944	6.67111855	3	1	0	3	1	4
taxon4117	3.46112879	1.96469937	3	1	0	3	1	4
taxon4118	7.22460502	6.32326258	3	1	0	2	1	4
taxon4119	15.37101861	14.02453016	3	1	0	3	1	4
taxon4120	11.37330244	5.2088321	3	1	0	3	1	4
taxon4121	5.46130222	0	3	1	0	3	1	4
taxon4122	4.72111829	4.00683075	3	1	0	3	1	4
taxon4123	16.56935158	11.08100211	3	1	0	2	1	4
taxon4124	4.61548816	4.07870605	3	1	0	2	4	4
taxon4125	9.35588291	8.34910288	3	1	0	2	3	4
taxon4126	1.61252326	1.156011	3	1	0	3	1	4
taxon4127	14.32284054	5.10946184	3	1	0	3	1	4
taxon4128	10.44627344	1.96528875	3	1	0	3	1	4
taxon4129	15.43244342	11.47822367	3	1	0	3	1	4
taxon4130	2.93164412	0	2	1	0	5	1	4
taxon4131	3.12804279	2.34765886	2	1	0	5	1	4
taxon4132	22.43344125	1.9423346	2	1	0	5	1	4
taxon4133	3.39977319	0	2	1	0	5	1	4
taxon4134	0.6906592	0.36686121	2	1	0	5	1	4
taxon4135	23.45082005	17.10864889	2	1	0	5	1	4
taxon4136	11.46680793	2.38145032	2	1	0	5	1	4
taxon4137	0.61064191	0.25273833	2	1	0	5	1	4
taxon4138	0.98939114	0.21274312	2	1	0	5	1	4
taxon4139	3.62008923	1.87583452	2	1	0	5	1	4
taxon4140	15.12592635	4.03252961	2	1	0	5	1	4
taxon4141	11.17444666	2.2349099	2	1	0	5	1	4
taxon4142	1.92093023	0	2	1	0	5	1	4
taxon4143	3.48680258	1.87208408	2	1	0	5	1	4
taxon4144	11.42046075	3.39539637	2	1	0	5	1	4
taxon4145	1.42090557	1.04548514	2	1	0	5	1	4
taxon4146	3.63068878	2.07603437	2	1	0	5	1	4
taxon4147	0.91345084	0.16704711	2	1	0	5	1	4
taxon4148	1.04749874	0.22120619	2	1	0	5	1	4
taxon4149	20.17937532	1.96292899	2	1	0	5	1	4
taxon4150	8.74580782	0	2	1	0	5	1	4
taxon4151	10.10834567	3.4011335	2	1	0	5	1	4
taxon4152	0.62963648	0.26780786	2	1	0	5	1	4
taxon4153	17.05311047	6.6371085	3	1	0	3	1	4
taxon4154	1.97524729	1.04355206	3	1	0	3	1	4
taxon4155	21.69160552	5.1070932	3	1	0	3	1	4
taxon4156	17.00958912	10.44365318	3	1	0	3	1	4
taxon4157	22.12771789	1.91537059	3	1	0	4	1	4
taxon4158	10.72721395	2.0254035	3	1	0	4	1	4
taxon4159	21.59081011	12.26324627	3	1	0	3	1	4
taxon4160	23.81032167	16.1941406	3	1	0	3	1	4
taxon4161	22.66030784	12.58112796	3	1	0	3	1	4
taxon4162	10.38477449	0	3	1	0	3	1	4
taxon4163	1.46559812	0.96939674	3	1	0	3	1	4
taxon4164	8.37607014	7.3008144	2	1	0	3	1	3
taxon4165	3.01751158	2.30988612	3	1	0	3	1	4
taxon4166	21.84342885	0.64166925	3	1	0	3	3	4
taxon4167	16.02684743	12.04727213	3	1	0	0	2	4
taxon4168	3.44102074	2.65887958	3	1	0	0	2	4
taxon4169	15.82173253	10.53026736	3	1	0	0	2	4
taxon4170	11.5182919	0	3	1	0	0	2	4
taxon4171	23.52728898	16.37009476	3	1	0	1	1	4
taxon4172	23.64937228	0.66129142	3	1	0	1	3	4
taxon4173	3.77433618	1.96467815	3	1	0	1	5	4
taxon4174	5.6099442	3.71936313	3	1	0	3	4	4
taxon4175	4.88591169	4.10756635	3	1	0	3	1	4
taxon4176	8.28005171	7.00908571	3	1	0	3	4	4
taxon4177	11.37752949	3.36276849	3	1	0	3	4	4
taxon4178	11.10167545	1.88458374	3	1	0	3	4	4
taxon4179	23.23196564	16.11430317	2	1	0	0	2	4
taxon4180	3.50341095	2.86621815	3	1	0	1	2	4
taxon4181	3.42853556	2.00390063	3	1	0	1	2	4
taxon4182	9.21314721	7.9618379	0	1	4	3	1	3
taxon4183	22.58223459	16.75048396	0	1	4	3	1	3
taxon4184	3.28159447	0.77849283	0	1	4	3	1	3
taxon4185	15.53928356	1.52309314	2	1	0	3	2	3
taxon4186	1.840279	1.00558886	2	1	0	3	2	3
taxon4187	5.17318858	2.03189082	2	1	0	3	2	3
taxon4188	3.30026299	0.75796598	2	1	0	3	2	3
taxon4189	4.66613275	4.03831693	0	3	1	4	2	4
taxon4190	3.32364214	0	0	3	1	5	1	3
taxon4191	10.71607814	0	3	1	0	0	2	4
taxon4192	24.04633929	2.35201084	3	1	0	1	4	4
taxon4193	5.62717737	0.72151178	0	1	4	4	2	4
taxon4194	11.53054616	5.58218834	3	3	0	1	2	1
taxon4195	5.10601382	4.26458506	3	3	0	1	2	1
taxon4196	17.03889037	10.88597268	3	3	0	2	2	2
taxon4197	23.61353578	16.45260176	3	3	0	2	2	2
taxon4198	9.08393624	0	3	3	0	2	1	2
taxon4199	23.45337591	11.49460858	3	3	0	1	2	1
taxon4200	5.26738534	2.07703502	3	3	0	2	2	2
taxon4201	0.69393729	0	2	1	2	3	1	2
taxon4202	1.48722817	1.08189682	2	1	0	2	1	3
taxon4203	3.17298138	2.4528618	2	1	0	2	1	3
taxon4204	0.72377145	0	2	1	0	2	1	3
taxon4205	5.02753575	4.17208058	2	1	0	2	1	3
taxon4206	5.09793137	0	2	1	0	3	1	3
taxon4207	1.82817222	0	2	1	0	0	3	4
taxon4208	11.3669219	5.63377597	2	1	0	0	2	4
taxon4209	4.81377418	1.83997782	2	1	0	0	2	4
taxon4210	1.92380761	0	2	1	0	0	2	4
taxon4211	0.82999843	0	2	1	0	0	3	4
taxon4212	1.55173084	1.20917774	2	1	0	0	2	4
taxon4213	1.49228609	0.99720469	2	1	0	0	2	4
taxon4214	0.80076305	0	2	1	0	0	1	4
taxon4215	2.85609126	2.27059262	2	1	0	0	2	4
taxon4216	24.05735938	1.94608088	2	1	0	0	2	4
taxon4217	1.62055311	0	2	1	0	0	3	4
taxon4218	1.98976754	0	2	1	0	0	1	4
taxon4219	3.01659194	2.27900816	2	1	0	0	2	4
taxon4220	3.32081155	2.55076691	2	1	0	0	2	4
taxon4221	2.87041635	2.28092274	2	1	0	0	2	4
taxon4222	3.96607322	2.05728491	2	1	0	0	2	4
taxon4223	16.67741084	10.12173179	2	1	0	0	2	4
taxon4224	1.56230093	1.04859833	2	1	0	0	2	4
taxon4225	16.45620944	11.24039901	2	1	0	0	2	4
taxon4226	0.69982296	0	2	1	0	0	1	4
taxon4227	20.78137954	19.60502228	2	1	0	0	2	4
taxon4228	16.18924439	1.77507762	2	1	0	0	2	4
taxon4229	9.781433	8.49422426	2	1	0	0	2	4
taxon4230	11.22550642	5.10312544	2	1	0	0	2	4
taxon4231	10.28502016	1.93018408	2	1	0	0	2	4
taxon4232	2.01381212	0	2	1	0	0	1	4
taxon4233	1.68311202	0	2	1	0	0	3	4
taxon4234	3.22250167	2.44759396	2	1	0	0	2	4
taxon4235	3.42126701	0	1	3	1	4	1	3
taxon4236	3.2263633	0.29294999	1	3	1	4	1	3
taxon4237	23.06512413	12.42550142	1	3	1	3	1	4
taxon4238	20.23468975	19.20237004	1	3	1	3	1	4
taxon4239	23.97189276	16.40146975	1	3	1	3	1	4
taxon4240	21.38666314	17.92022636	1	3	1	3	1	4
taxon4241	8.54467629	7.23853171	1	3	1	3	1	4
taxon4242	23.53360238	17.18148428	1	3	1	3	1	4
taxon4243	20.67646615	19.29139517	1	3	1	3	1	4
taxon4244	3.2701643	2.36170814	1	3	1	3	1	4
taxon4245	2.99091459	2.46341529	1	4	1	3	1	2
taxon4246	3.1001465	2.40370526	1	4	1	3	1	2
taxon4247	3.71043475	1.73450918	1	4	1	3	1	2
taxon4248	22.37707176	17.20306473	1	3	1	3	1	4
taxon4249	7.95974695	6.50792888	1	4	1	3	1	2
taxon4250	3.10226184	2.37625825	1	3	1	3	1	4
taxon4251	3.38895031	2.75089983	1	3	1	3	1	4
taxon4252	10.22770774	5.50972255	1	4	1	3	1	2
taxon4253	16.55942657	11.29480188	1	3	1	3	1	4
taxon4254	20.12936225	19.02251769	1	3	1	3	1	4
taxon4255	9.80000308	0	1	4	1	5	1	0
taxon4256	10.14048086	5.40365094	1	4	1	3	1	2
taxon4257	3.18376825	2.46164806	1	3	1	3	1	4
taxon4258	0.62421448	0.33217053	1	4	1	3	1	2
taxon4259	1.86676553	0.20433677	1	4	1	3	1	2
taxon4260	9.35392687	8.09222682	1	4	1	3	1	2
taxon4261	22.82652345	16.2864247	1	3	1	4	1	3
taxon4262	1.95215511	0	1	3	1	5	1	2
taxon4263	10.63181106	2.00453525	1	3	1	3	1	4
taxon4264	20.07862548	18.92906713	1	3	1	4	1	3
taxon4265	16.37781645	10.29093011	1	3	1	3	1	4
taxon4266	16.87407657	5.11956296	0	3	3	1	2	1
taxon4267	9.71393027	3.48266987	1	3	1	4	1	3
taxon4268	11.10270345	3.74644382	0	1	3	4	4	0
taxon4269	4.59832569	0	0	1	3	5	5	0
taxon4270	3.13841172	2.6052998	3	1	0	1	2	4
taxon4271	2.98787476	2.36024278	3	1	0	1	2	4
taxon4272	3.58873095	1.54197191	3	1	0	1	2	4
taxon4273	20.83635327	16.42638093	3	1	0	3	3	4
taxon4274	22.38737678	18.36004827	2	1	0	3	2	3
taxon4275	23.54955085	16.05052171	3	1	0	1	4	3
taxon4276	18.62476624	17.20353954	0	3	4	2	2	4
taxon4277	4.89358541	4.28079143	3	1	0	4	2	4
taxon4278	20.12562977	18.90429256	3	1	0	4	2	4
taxon4279	3.08060595	2.29598398	3	1	0	4	2	4
taxon4280	6.19091029	1.99131923	3	1	0	4	2	4
taxon4281	4.64263004	4.00590853	3	1	0	4	2	4
taxon4282	16.48047746	11.81652715	3	1	0	4	2	4
taxon4283	8.11038992	6.89191006	3	1	0	4	2	4
taxon4284	9.54334493	3.15641262	3	1	0	4	2	4
taxon4285	3.29277747	0	3	1	0	4	1	4
taxon4286	5.04301054	4.06840962	3	1	0	4	2	4
taxon4287	1.49494488	1.10889071	3	1	0	3	2	4
taxon4288	22.80506387	6.36816196	2	1	0	3	2	3
taxon4289	2.02470669	0.81141164	3	1	0	3	4	4
taxon4290	1.57785669	1.09842382	3	1	0	2	3	4
taxon4291	3.12016934	2.44693879	3	1	0	4	2	4
taxon4292	3.29353928	2.49075257	3	1	0	5	1	4
taxon4293	2.93019232	2.37614391	3	1	0	3	1	4
taxon4294	1.46482842	1.04062335	3	1	0	3	0	4
taxon4295	3.72060632	1.00336696	3	1	0	3	2	4
taxon4296	2.94087223	2.30690421	3	1	0	3	3	4
taxon4297	3.65645785	0.12025884	3	1	0	3	3	4
taxon4298	3.07570324	2.43413734	3	1	0	3	3	4
taxon4299	3.37536053	0.88186641	3	1	0	5	1	4
taxon4300	5.70082586	2.13899803	3	1	0	2	1	4
taxon4301	0.73721173	0.38809282	3	1	0	2	3	4
taxon4302	9.66951054	8.41911533	3	1	0	3	4	4
taxon4303	15.73238387	0	3	1	0	4	2	4
taxon4304	1.76297978	0	3	1	0	1	1	4
taxon4305	3.8534762	0	3	1	0	1	1	4
taxon4306	15.77994316	6.53984173	2	1	0	3	2	3
taxon4307	3.29692362	0	2	1	0	3	2	3
taxon4308	23.99137631	16.24388201	2	1	0	3	2	3
taxon4309	1.50351739	1.09050001	2	1	0	3	2	3
taxon4310	22.60163435	15.74177592	2	1	0	3	2	3
taxon4311	3.22590814	0.87298839	2	1	0	3	2	3
taxon4312	1.8682519	0.28911976	2	1	0	3	2	3
taxon4313	3.17081054	2.44734933	2	1	0	3	2	3
taxon4314	1.96954445	0.89962336	2	1	0	3	2	3
taxon4315	20.66763959	19.53086514	2	1	0	3	2	3
taxon4316	1.85904702	0.87944598	2	1	0	3	2	3
taxon4317	23.58654032	16.64324117	2	1	0	3	2	3
taxon4318	1.50676613	1.19488362	2	1	0	3	2	3
taxon4319	3.07135055	2.46074436	0	4	1	4	2	0
taxon4320	0.77549776	0	4	3	1	3	3	0
taxon4321	15.36711077	0	0	3	1	2	1	3
taxon4322	4.94733682	1.68244652	0	3	1	2	1	3
taxon4323	9.67224927	1.96935241	0	3	1	2	2	3
taxon4324	4.93405058	2.17201629	0	3	1	2	1	4
taxon4325	14.22999743	12.82956621	0	3	1	3	1	4
taxon4326	3.48386658	1.83628831	0	3	1	3	1	4
taxon4327	23.50121661	0	0	3	1	3	1	4
taxon4328	5.54424185	2.47923125	0	3	1	3	1	4
taxon4329	10.9105802	0	3	1	0	5	3	4
taxon4330	10.95504369	0	3	1	0	5	2	4
taxon4331	1.53159624	1.13558624	3	1	0	5	1	4
taxon4332	0.60191856	0	0	1	1	4	4	2
taxon4333	20.4989668	4.93376031	0	1	1	4	3	3
taxon4334	3.73972988	1.10306752	0	1	1	4	3	3
taxon4335	1.84218915	0.76082814	0	1	1	4	3	3
taxon4336	22.8529959	15.44338548	0	1	1	4	3	3
taxon4337	4.95377554	0	0	1	1	4	3	3
taxon4338	15.88320828	10.88823763	0	1	1	4	3	3
taxon4339	23.63810321	3.88723987	0	1	1	4	3	3
taxon4340	1.38310676	0.99891809	0	1	1	4	3	3
taxon4341	23.75387699	15.50408493	0	1	1	4	3	3
taxon4342	13.30170514	12.37019873	0	1	1	4	3	3
taxon4343	3.48463214	0.7428098	0	1	1	4	3	3
taxon4344	16.61696754	11.08577469	0	1	1	4	3	3
taxon4345	8.58401865	7.12009994	3	1	0	2	4	4
taxon4346	7.81809031	6.72339236	3	1	0	1	2	4
taxon4347	15.29027149	5.77279749	3	1	0	1	2	4
taxon4348	1.88799909	0.80389236	3	1	0	2	2	4
taxon4349	11.24104842	3.54711413	3	1	0	2	1	4
taxon4350	13.83407856	12.47466414	3	1	0	3	3	4
taxon4351	8.7629685	7.53128122	3	1	0	4	2	3
taxon4352	19.36617595	18.10214	0	3	2	4	2	2
taxon4353	11.71635962	4.83063011	0	3	2	4	2	2
taxon4354	22.12512967	2.26763257	0	3	2	4	2	2
taxon4355	8.18723779	7.01744345	0	3	2	4	2	2
taxon4356	33.42301384	18.42347122	0	3	1	3	1	4
taxon4357	26.48622294	18.89960345	0	3	1	3	1	4
taxon4358	1.58796592	0	0	3	1	5	1	3
taxon4359	1.81062588	0.10857706	0	3	1	4	1	4
taxon4360	3.65483384	1.84760554	0	3	1	4	1	4
taxon4361	11.00065182	5.22962557	0	3	1	4	1	4
taxon4362	0.64440622	0.32233874	0	3	1	4	1	4
taxon4363	31.57820247	20.06707031	0	3	1	3	1	4
taxon4364	22.90811777	0	0	3	1	4	1	4
taxon4365	23.56711019	16.41183754	0	3	1	4	1	4
taxon4366	20.04303054	18.7705666	0	3	1	4	1	4
taxon4367	5.2066008	0	0	3	1	4	1	4
taxon4368	4.0753418	0.91013725	0	3	1	4	1	4
taxon4369	16.55460714	11.29885202	0	3	1	4	1	4
taxon4370	16.34502434	10.96284557	0	3	1	4	1	4
taxon4371	23.16088015	16.19575623	0	3	1	4	1	4
taxon4372	3.50954388	1.89961864	0	3	1	4	1	4
taxon4373	14.06701621	13.0742633	3	1	0	2	1	4
taxon4374	4.92505991	0	3	1	0	2	1	4
taxon4375	15.91484837	10.89148177	3	1	0	2	1	4
taxon4376	3.82500456	1.02131171	3	1	0	2	2	4
taxon4377	3.5441225	2.23208024	3	1	0	3	2	4
taxon4378	3.231759	2.51472322	2	1	0	2	0	2
taxon4379	2.74496982	2.18926481	2	1	0	2	0	2
taxon4380	5.4585109	0	0	3	1	2	1	3
taxon4381	3.69218445	0.8535091	0	3	1	2	1	3
taxon4382	3.63652185	1.94901313	0	3	1	2	1	3
taxon4383	16.17524957	10.60274369	0	3	1	2	1	3
taxon4384	22.85481552	17.4561534	0	3	1	2	1	3
taxon4385	8.69527645	7.51999558	0	3	1	2	1	3
taxon4386	2.99466047	0	0	3	1	2	1	3
taxon4387	0.90153608	0	0	3	1	2	1	3
taxon4388	20.44046489	19.07826613	0	3	1	2	1	3
taxon4389	0.83960868	0.13184281	0	3	1	2	1	3
taxon4390	4.59181093	3.96971318	0	3	1	2	1	3
taxon4391	23.41122904	17.49425947	0	3	1	2	1	3
taxon4392	0.89504631	0	0	3	1	2	1	3
taxon4393	23.2120356	16.7470264	0	3	1	2	1	3
taxon4394	5.08870182	4.40188362	0	3	1	2	1	3
taxon4395	3.53396539	0.24264665	3	1	0	2	1	4
taxon4396	23.34867081	16.60817561	3	1	0	2	1	4
taxon4397	11.08502976	3.92675624	3	1	0	2	1	4
taxon4398	4.58053375	4.00888051	2	1	0	0	2	4
taxon4399	4.98756156	4.40912929	2	1	0	0	2	4
taxon4400	4.78110402	2.27158354	2	1	0	0	2	4
taxon4401	22.85840336	17.16258237	2	1	0	0	2	4
taxon4402	5.48644503	3.42989019	2	1	0	0	2	4
taxon4403	3.96178199	0.8452896	2	1	0	0	2	4
taxon4404	27.23902038	11.22126597	0	3	1	2	2	4
taxon4405	19.7733816	18.49901649	0	3	1	2	2	4
taxon4406	5.13708531	4.29822236	0	3	1	2	2	4
taxon4407	3.40279754	1.99486453	0	3	1	2	2	4
taxon4408	15.22990358	1.8319488	0	3	1	2	2	4
taxon4409	15.65019225	3.24365442	0	3	1	2	2	4
taxon4410	4.65424518	4.19688317	0	3	1	2	2	4
taxon4411	9.14169297	7.94949243	0	3	1	2	2	4
taxon4412	11.50273085	6.15839245	0	3	1	2	2	4
taxon4413	9.05565054	7.45969609	0	3	1	2	2	4
taxon4414	2.97246132	2.4411932	0	3	1	2	2	4
taxon4415	1.90507753	0.10848176	0	3	1	2	2	4
taxon4416	3.62205704	2.89561091	3	1	0	3	2	4
taxon4417	3.57646555	1.96013127	3	1	0	3	2	4
taxon4418	2.84788927	2.34598812	3	1	0	3	2	4
taxon4419	3.1390596	2.40887535	3	1	0	3	2	4
taxon4420	3.2691861	2.53610609	3	1	0	3	2	4
taxon4421	3.55986975	0.76608773	3	1	0	3	2	4
taxon4422	7.99734546	6.84197012	3	1	0	3	2	4
taxon4423	3.02951212	2.37540082	3	1	0	3	2	4
taxon4424	1.34015674	0.89694792	3	1	0	3	2	4
taxon4425	3.42335772	2.22167004	3	1	0	3	2	4
taxon4426	3.45649267	0	3	1	0	3	1	4
taxon4427	2.95042163	2.38611039	3	1	0	3	2	4
taxon4428	21.23671387	10.28886749	3	1	0	3	2	4
taxon4429	11.34340254	2.17298114	3	3	1	1	5	2
taxon4430	3.18769913	0.89148963	3	3	1	1	5	2
taxon4431	0.59057058	0	3	3	1	1	5	2
taxon4432	13.48103648	12.06746013	0	1	2	1	0	0
taxon4433	22.17309509	2.97876052	0	3	1	3	1	3
taxon4434	3.24978016	1.7042939	3	1	0	1	3	4
taxon4435	1.57630067	1.07805434	3	1	0	1	3	4
taxon4436	10.91139049	3.4714574	3	1	0	1	3	4
taxon4437	3.63830986	0	3	1	0	1	3	4
taxon4438	3.73427502	2.12565907	3	1	0	1	3	4
taxon4439	11.09417328	0	3	1	0	5	1	4
taxon4440	22.90303893	2.37823047	3	1	0	5	2	4
taxon4441	3.78967666	0	3	1	0	5	3	4
taxon4442	1.68934301	0.86578197	3	1	0	5	2	4
taxon4443	3.12450878	2.50870506	3	1	0	5	2	4
taxon4444	3.65182055	0	3	1	0	5	2	4
taxon4445	23.1387525	16.86175025	3	1	0	5	2	4
taxon4446	3.04018341	0.71688044	3	1	0	5	2	4
taxon4447	23.16922736	16.4776019	3	1	0	2	3	4
taxon4448	2.94535119	0	3	1	0	1	1	4
taxon4449	3.30510106	0	3	1	0	3	2	4
taxon4450	3.5573751	1.91470732	3	1	0	2	3	4
taxon4451	1.63277682	1.2485708	3	1	0	2	3	4
taxon4452	22.42961721	0.88888358	3	1	0	2	3	4
taxon4453	2.84866839	2.27001295	3	1	0	2	3	4
taxon4454	16.50662468	10.37868077	3	1	0	2	3	4
taxon4455	22.94981257	17.15137649	0	1	2	3	3	2
taxon4456	1.52749108	1.02415792	0	1	2	3	3	2
taxon4457	22.96862174	17.10547444	0	1	2	3	3	2
taxon4458	24.31892804	1.78282093	0	1	2	4	3	2
taxon4459	22.89660101	17.42917256	0	1	2	3	3	2
taxon4460	8.95759944	6.02022459	0	1	2	4	3	2
taxon4461	27.46991344	19.46875179	0	1	2	4	3	2
taxon4462	20.67167885	19.39772777	3	1	0	5	2	4
taxon4463	20.15752522	18.88503849	3	1	0	0	1	4
taxon4464	8.23455201	7.17059424	3	1	0	3	5	3
taxon4465	3.03020072	0.77496161	3	1	0	3	5	3
taxon4466	2.72895873	2.01546596	3	1	0	5	1	4
taxon4467	3.17448544	2.51662592	3	1	0	3	3	4
taxon4468	3.5571078	1.9287401	3	1	0	1	3	4
taxon4469	5.00861881	4.4786821	3	1	0	4	1	4
taxon4470	23.31837079	17.24084891	3	1	0	2	5	2
taxon4471	14.30746677	1.92911273	0	2	1	3	2	2
taxon4472	2.86787978	0.13212186	0	2	1	4	2	3
taxon4473	16.33298233	2.16285912	0	2	1	4	2	3
taxon4474	11.24251506	5.29289069	0	2	1	4	2	3
taxon4475	28.66677304	2.01795141	0	2	1	4	2	3
taxon4476	3.65783129	0	0	2	1	4	2	3
taxon4477	25.53728247	0	0	2	1	4	2	3
taxon4478	20.53172836	4.88365785	0	2	1	3	2	2
taxon4479	4.55217598	3.921134	0	2	1	4	2	3
taxon4480	1.94594094	0	3	1	0	5	1	4
taxon4481	14.53083282	13.27212579	3	1	0	5	1	4
taxon4482	23.60214567	16.86218447	3	1	0	5	1	4
taxon4483	22.6718532	4.48665947	3	1	0	5	1	4
taxon4484	23.87432942	7.50715523	3	1	0	5	1	4
taxon4485	3.59648481	1.94702374	3	1	0	5	1	4
taxon4486	0.85956027	0.11952892	3	1	0	5	1	4
taxon4487	1.5567205	1.14555696	3	1	0	5	1	4
taxon4488	14.07911057	12.96039683	3	1	0	5	1	4
taxon4489	11.17450773	5.40559931	3	1	0	5	1	4
taxon4490	21.66016869	4.80112907	3	1	0	5	1	4
taxon4491	1.79867241	0.85860656	3	1	0	5	1	4
taxon4492	20.92202753	19.57470312	3	1	0	5	1	4
taxon4493	3.4190093	0.83195518	3	1	0	5	1	4
taxon4494	2.70319573	2.09179193	3	1	0	5	1	4
taxon4495	3.501104	1.96617984	3	1	0	5	1	4
taxon4496	8.86494833	1.77179907	3	1	0	5	1	4
taxon4497	23.08575447	2.24100264	3	1	0	5	1	4
taxon4498	1.6345669	1.20745847	3	1	0	5	1	4
taxon4499	1.03320038	0	3	1	0	5	1	4
taxon4500	5.22396121	3.39154227	2	1	0	4	1	4
taxon4501	4.75932475	4.07049847	2	1	0	5	1	4
taxon4502	8.74101081	7.49931346	2	1	0	5	2	1
taxon4503	4.8319911	4.17499565	2	1	0	5	1	4
taxon4504	3.97301337	1.59956057	3	1	0	1	2	4
taxon4505	7.48624862	6.52956355	3	1	0	1	2	4
taxon4506	9.14727022	7.95533548	3	1	0	1	2	4
taxon4507	3.73584481	2.03117824	3	1	0	1	3	4
taxon4508	23.73710149	16.41025097	3	1	0	1	2	4
taxon4509	1.09912954	0	3	1	0	1	3	4
taxon4510	1.37541403	0	3	1	0	1	3	4
taxon4511	9.45145754	8.27789792	3	1	0	1	2	4
taxon4512	0.67292682	0	3	1	0	1	3	4
taxon4513	4.65127665	3.92335461	3	1	0	0	2	4
taxon4514	9.10521448	8.02022015	3	1	0	1	2	4
taxon4515	8.20804454	6.99643108	3	1	0	1	2	4
taxon4516	11.28861487	5.41038311	3	1	0	1	2	4
taxon4517	8.7429576	7.58978447	3	1	0	1	2	4
taxon4518	3.31698493	0	3	1	0	1	1	4
taxon4519	8.78876867	7.79140041	3	1	0	1	2	4
taxon4520	9.94301311	6.05921551	3	1	0	1	2	4
taxon4521	7.35690613	6.3062715	3	1	0	1	2	4
taxon4522	8.8144925	7.57665183	3	1	0	4	1	4
taxon4523	21.05589445	1.74252397	0	1	1	4	2	4
taxon4524	11.63683687	2.0280788	0	1	1	4	2	4
taxon4525	23.67077117	11.90522297	0	1	1	4	2	4
taxon4526	28.5535923	6.21241976	0	1	1	4	2	4
taxon4527	2.84679484	0.23868211	0	1	1	4	2	4
taxon4528	11.51037482	3.58537165	0	1	1	4	2	4
taxon4529	33.87124269	17.41021944	0	1	1	4	2	4
taxon4530	3.73100613	1.94222746	0	1	1	4	2	4
taxon4531	3.01446946	2.25062753	0	1	1	4	2	4
taxon4532	28.77702149	6.88090129	0	1	1	4	2	4
taxon4533	23.57433436	11.99568415	0	1	1	4	2	4
taxon4534	26.45083873	16.85757369	0	1	1	4	2	4
taxon4535	5.00586603	1.82467158	0	1	1	4	2	4
taxon4536	5.38443489	3.66902755	0	1	1	4	2	4
taxon4537	21.57136321	11.24078696	0	1	1	4	2	4
taxon4538	23.928737	16.6218741	0	1	1	4	2	4
taxon4539	3.5442678	1.8472548	0	1	1	4	2	4
taxon4540	3.68919622	1.74766473	0	1	1	4	2	4
taxon4541	15.20375202	14.09291614	0	1	1	4	2	4
taxon4542	19.4085285	18.43070354	0	1	1	4	2	4
taxon4543	3.29935239	2.57699191	0	1	1	4	2	4
taxon4544	26.52676043	11.05881991	0	1	1	4	2	4
taxon4545	27.18631863	2.32502669	0	1	1	4	2	4
taxon4546	21.64545944	20.11986508	0	1	1	4	2	4
taxon4547	23.53771928	17.32510231	0	1	1	4	2	4
taxon4548	3.5480081	1.78251347	0	1	1	4	2	4
taxon4549	28.05422658	16.47831935	0	1	1	4	2	4
taxon4550	15.2252116	13.83363968	0	1	1	4	2	4
taxon4551	16.76917783	7.11980745	0	1	1	4	2	4
taxon4552	24.11210016	11.77362174	0	1	1	4	2	4
taxon4553	5.3440983	2.49717647	0	1	1	4	2	4
taxon4554	8.87286901	7.94462195	0	1	1	4	2	4
taxon4555	23.85352723	12.46702464	0	1	1	4	2	4
taxon4556	5.48434285	2.21212526	0	1	1	4	2	4
taxon4557	21.32571464	20.05453867	0	1	1	4	2	4
taxon4558	14.95561672	4.96340917	0	1	1	5	2	2
taxon4559	21.88154862	11.43837808	0	1	1	3	2	3
